"","team","x","y","area","time","opp","score","map"
"1","eunited",93,98,67,1,"col",10,"ardennes"
"2","eunited",93,98,67,1,"col",10,"ardennes"
"21","eunited",92,17,56,1,"col",10,"ardennes"
"22","eunited",92,17,56,1,"col",10,"ardennes"
"3","col",148,118,46,1,"eunited",10,"ardennes"
"31","col",148,118,46,1,"eunited",10,"ardennes"
"4","col",128,120,175,1,"eunited",10,"ardennes"
"41","col",128,120,175,1,"eunited",10,"ardennes"
"5","col",161,43,134,1,"eunited",10,"ardennes"
"51","col",161,43,134,1,"eunited",10,"ardennes"
"6","eunited",93,98,67,2,"col",10,"ardennes"
"61","eunited",93,98,67,2,"col",10,"ardennes"
"7","eunited",95,20,51,2,"col",10,"ardennes"
"71","eunited",95,20,51,2,"col",10,"ardennes"
"8","col",124,120,90,2,"eunited",10,"ardennes"
"81","col",124,120,90,2,"eunited",10,"ardennes"
"9","col",161,86,80,2,"eunited",10,"ardennes"
"91","col",161,86,80,2,"eunited",10,"ardennes"
"10","col",156,37,118,2,"eunited",10,"ardennes"
"101","col",156,37,118,2,"eunited",10,"ardennes"
"11","eunited",93,98,68,3,"col",10,"ardennes"
"111","eunited",93,98,68,3,"col",10,"ardennes"
"12","eunited",152,20,84,3,"col",10,"ardennes"
"121","eunited",152,20,84,3,"col",10,"ardennes"
"13","col",122,118,49,3,"eunited",10,"ardennes"
"131","col",122,118,49,3,"eunited",10,"ardennes"
"14","col",163,42,42,3,"eunited",10,"ardennes"
"141","col",163,42,42,3,"eunited",10,"ardennes"
"15","col",140,34,60,3,"eunited",10,"ardennes"
"151","col",140,34,60,3,"eunited",10,"ardennes"
"16","eunited",93,98,66,4,"col",10,"ardennes"
"161","eunited",93,98,66,4,"col",10,"ardennes"
"17","eunited",95,30,94,4,"col",10,"ardennes"
"171","eunited",95,30,94,4,"col",10,"ardennes"
"18","eunited",151,20,79,4,"col",10,"ardennes"
"181","eunited",151,20,79,4,"col",10,"ardennes"
"19","col",115,122,99,4,"eunited",10,"ardennes"
"191","col",115,122,99,4,"eunited",10,"ardennes"
"20","col",145,101,75,4,"eunited",10,"ardennes"
"201","col",145,101,75,4,"eunited",10,"ardennes"
"211","col",162,41,68,4,"eunited",10,"ardennes"
"212","col",162,41,68,4,"eunited",10,"ardennes"
"221","eunited",92,98,90,5,"col",10,"ardennes"
"222","eunited",92,98,90,5,"col",10,"ardennes"
"23","eunited",113,21,65,5,"col",10,"ardennes"
"231","eunited",113,21,65,5,"col",10,"ardennes"
"24","eunited",153,20,78,5,"col",10,"ardennes"
"241","eunited",153,20,78,5,"col",10,"ardennes"
"25","col",136,118,41,5,"eunited",10,"ardennes"
"251","col",136,118,41,5,"eunited",10,"ardennes"
"26","col",118,122,74,5,"eunited",10,"ardennes"
"261","col",118,122,74,5,"eunited",10,"ardennes"
"27","col",146,97,64,5,"eunited",10,"ardennes"
"271","col",146,97,64,5,"eunited",10,"ardennes"
"28","col",164,38,60,5,"eunited",10,"ardennes"
"281","col",164,38,60,5,"eunited",10,"ardennes"
"29","col",138,26,97,5,"eunited",10,"ardennes"
"291","col",138,26,97,5,"eunited",10,"ardennes"
"30","eunited",110,29,158,6,"col",10,"ardennes"
"301","eunited",110,29,158,6,"col",10,"ardennes"
"311","eunited",154,20,98,6,"col",10,"ardennes"
"312","eunited",154,20,98,6,"col",10,"ardennes"
"32","col",119,118,78,6,"eunited",10,"ardennes"
"321","col",119,118,78,6,"eunited",10,"ardennes"
"33","col",146,100,82,6,"eunited",10,"ardennes"
"331","col",146,100,82,6,"eunited",10,"ardennes"
"34","col",164,39,51,6,"eunited",10,"ardennes"
"341","col",164,39,51,6,"eunited",10,"ardennes"
"35","col",138,24,115,6,"eunited",10,"ardennes"
"351","col",138,24,115,6,"eunited",10,"ardennes"
"36","eunited",93,99,85,7,"col",10,"ardennes"
"361","eunited",93,99,85,7,"col",10,"ardennes"
"37","eunited",111,20,142,7,"col",10,"ardennes"
"371","eunited",111,20,142,7,"col",10,"ardennes"
"38","eunited",151,18,60,7,"col",10,"ardennes"
"381","eunited",151,18,60,7,"col",10,"ardennes"
"39","col",115,110,107,7,"eunited",10,"ardennes"
"391","col",115,110,107,7,"eunited",10,"ardennes"
"40","col",142,102,143,7,"eunited",10,"ardennes"
"401","col",142,102,143,7,"eunited",10,"ardennes"
"411","col",163,38,61,7,"eunited",10,"ardennes"
"412","col",163,38,61,7,"eunited",10,"ardennes"
"42","col",140,26,106,7,"eunited",10,"ardennes"
"421","col",140,26,106,7,"eunited",10,"ardennes"
"43","eunited",92,100,53,8,"col",10,"ardennes"
"431","eunited",92,100,53,8,"col",10,"ardennes"
"44","eunited",113,14,122,8,"col",10,"ardennes"
"441","eunited",113,14,122,8,"col",10,"ardennes"
"45","col",115,110,94,8,"eunited",10,"ardennes"
"451","col",115,110,94,8,"eunited",10,"ardennes"
"46","col",142,102,151,8,"eunited",10,"ardennes"
"461","col",142,102,151,8,"eunited",10,"ardennes"
"47","col",136,25,204,8,"eunited",10,"ardennes"
"471","col",136,25,204,8,"eunited",10,"ardennes"
"48","col",109,94,109,10,"eunited",10,"ardennes"
"481","col",109,94,109,10,"eunited",10,"ardennes"
"49","col",150,85,72,10,"eunited",10,"ardennes"
"491","col",150,85,72,10,"eunited",10,"ardennes"
"50","col",159,41,92,10,"eunited",10,"ardennes"
"501","col",159,41,92,10,"eunited",10,"ardennes"
"511","eunited",69,99,119,11,"col",10,"ardennes"
"512","eunited",69,99,119,11,"col",10,"ardennes"
"52","col",220,101,66,11,"eunited",10,"ardennes"
"521","col",220,101,66,11,"eunited",10,"ardennes"
"53","col",103,92,97,11,"eunited",10,"ardennes"
"531","col",103,92,97,11,"eunited",10,"ardennes"
"54","col",152,74,87,11,"eunited",10,"ardennes"
"541","col",152,74,87,11,"eunited",10,"ardennes"
"55","col",160,41,114,11,"eunited",10,"ardennes"
"551","col",160,41,114,11,"eunited",10,"ardennes"
"56","eunited",75,94,130,12,"col",10,"ardennes"
"561","eunited",75,94,130,12,"col",10,"ardennes"
"57","col",209,102,63,12,"eunited",10,"ardennes"
"571","col",209,102,63,12,"eunited",10,"ardennes"
"58","col",155,67,91,12,"eunited",10,"ardennes"
"581","col",155,67,91,12,"eunited",10,"ardennes"
"59","eunited",86,100,105,13,"col",10,"ardennes"
"591","eunited",86,100,105,13,"col",10,"ardennes"
"60","eunited",34,47,91,13,"col",10,"ardennes"
"601","eunited",34,47,91,13,"col",10,"ardennes"
"611","col",160,59,106,13,"eunited",10,"ardennes"
"612","col",160,59,106,13,"eunited",10,"ardennes"
"62","eunited",97,106,82,14,"col",10,"ardennes"
"621","eunited",97,106,82,14,"col",10,"ardennes"
"63","eunited",46,51,71,14,"col",10,"ardennes"
"631","eunited",46,51,71,14,"col",10,"ardennes"
"64","eunited",126,14,244,14,"col",10,"ardennes"
"641","eunited",126,14,244,14,"col",10,"ardennes"
"65","col",198,96,242,14,"eunited",10,"ardennes"
"651","col",198,96,242,14,"eunited",10,"ardennes"
"66","col",156,53,63,14,"eunited",10,"ardennes"
"661","col",156,53,63,14,"eunited",10,"ardennes"
"67","eunited",110,108,74,15,"col",10,"ardennes"
"671","eunited",110,108,74,15,"col",10,"ardennes"
"68","eunited",58,50,58,15,"col",10,"ardennes"
"681","eunited",58,50,58,15,"col",10,"ardennes"
"69","col",194,91,122,15,"eunited",10,"ardennes"
"691","col",194,91,122,15,"eunited",10,"ardennes"
"70","col",158,43,42,15,"eunited",10,"ardennes"
"701","col",158,43,42,15,"eunited",10,"ardennes"
"711","eunited",121,106,70,16,"col",11,"ardennes"
"712","eunited",121,106,70,16,"col",11,"ardennes"
"72","eunited",68,51,97,16,"col",11,"ardennes"
"721","eunited",68,51,97,16,"col",11,"ardennes"
"73","col",178,85,90,16,"eunited",10,"ardennes"
"731","col",178,85,90,16,"eunited",10,"ardennes"
"74","eunited",126,103,103,17,"col",12,"ardennes"
"741","eunited",126,103,103,17,"col",12,"ardennes"
"75","eunited",78,48,89,17,"col",12,"ardennes"
"751","eunited",78,48,89,17,"col",12,"ardennes"
"76","col",160,87,248,17,"eunited",10,"ardennes"
"761","col",160,87,248,17,"eunited",10,"ardennes"
"77","eunited",87,48,79,18,"col",13,"ardennes"
"771","eunited",87,48,79,18,"col",13,"ardennes"
"78","col",155,88,138,18,"eunited",10,"ardennes"
"781","col",155,88,138,18,"eunited",10,"ardennes"
"79","col",160,41,44,18,"eunited",10,"ardennes"
"791","col",160,41,44,18,"eunited",10,"ardennes"
"80","eunited",93,55,119,19,"col",14,"ardennes"
"801","eunited",93,55,119,19,"col",14,"ardennes"
"811","eunited",95,58,158,20,"col",14,"ardennes"
"812","eunited",95,58,158,20,"col",14,"ardennes"
"82","eunited",113,26,43,20,"col",14,"ardennes"
"821","eunited",113,26,43,20,"col",14,"ardennes"
"83","col",148,79,81,20,"eunited",10,"ardennes"
"831","col",148,79,81,20,"eunited",10,"ardennes"
"84","eunited",97,59,194,21,"col",14,"ardennes"
"841","eunited",97,59,194,21,"col",14,"ardennes"
"85","eunited",148,28,41,21,"col",14,"ardennes"
"851","eunited",148,28,41,21,"col",14,"ardennes"
"86","eunited",114,26,56,21,"col",14,"ardennes"
"861","eunited",114,26,56,21,"col",14,"ardennes"
"87","col",118,95,51,21,"eunited",10,"ardennes"
"871","col",118,95,51,21,"eunited",10,"ardennes"
"88","col",143,85,121,21,"eunited",10,"ardennes"
"881","col",143,85,121,21,"eunited",10,"ardennes"
"89","col",159,39,95,21,"eunited",10,"ardennes"
"891","col",159,39,95,21,"eunited",10,"ardennes"
"90","eunited",93,60,80,22,"col",14,"ardennes"
"901","eunited",93,60,80,22,"col",14,"ardennes"
"911","col",108,92,57,22,"eunited",10,"ardennes"
"912","col",108,92,57,22,"eunited",10,"ardennes"
"92","col",132,87,111,22,"eunited",10,"ardennes"
"921","col",132,87,111,22,"eunited",10,"ardennes"
"93","col",159,39,82,22,"eunited",10,"ardennes"
"931","col",159,39,82,22,"eunited",10,"ardennes"
"94","eunited",93,60,80,23,"col",14,"ardennes"
"941","eunited",93,60,80,23,"col",14,"ardennes"
"95","col",160,45,116,23,"eunited",10,"ardennes"
"951","col",160,45,116,23,"eunited",10,"ardennes"
"96","eunited",93,60,71,24,"col",15,"ardennes"
"961","eunited",93,60,71,24,"col",15,"ardennes"
"97","col",108,87,267,24,"eunited",10,"ardennes"
"971","col",108,87,267,24,"eunited",10,"ardennes"
"98","col",159,47,144,24,"eunited",10,"ardennes"
"981","col",159,47,144,24,"eunited",10,"ardennes"
"99","eunited",70,96,110,25,"col",16,"ardennes"
"991","eunited",70,96,110,25,"col",16,"ardennes"
"100","eunited",93,62,70,25,"col",16,"ardennes"
"1001","eunited",93,62,70,25,"col",16,"ardennes"
"1011","col",112,83,148,25,"eunited",10,"ardennes"
"1012","col",112,83,148,25,"eunited",10,"ardennes"
"102","col",160,38,163,25,"eunited",10,"ardennes"
"1021","col",160,38,163,25,"eunited",10,"ardennes"
"103","col",111,69,125,26,"eunited",10,"ardennes"
"1031","col",111,69,125,26,"eunited",10,"ardennes"
"104","col",165,39,65,26,"eunited",10,"ardennes"
"1041","col",165,39,65,26,"eunited",10,"ardennes"
"105","eunited",78,100,50,27,"col",18,"ardennes"
"1051","eunited",78,100,50,27,"col",18,"ardennes"
"106","eunited",94,61,99,27,"col",18,"ardennes"
"1061","eunited",94,61,99,27,"col",18,"ardennes"
"107","eunited",125,15,267,27,"col",18,"ardennes"
"1071","eunited",125,15,267,27,"col",18,"ardennes"
"108","eunited",88,101,61,29,"col",19,"ardennes"
"1081","eunited",88,101,61,29,"col",19,"ardennes"
"109","eunited",97,108,77,30,"col",19,"ardennes"
"1091","eunited",97,108,77,30,"col",19,"ardennes"
"110","eunited",108,108,101,31,"col",19,"ardennes"
"1101","eunited",108,108,101,31,"col",19,"ardennes"
"1111","eunited",125,14,270,31,"col",19,"ardennes"
"1112","eunited",125,14,270,31,"col",19,"ardennes"
"112","col",110,92,70,31,"eunited",10,"ardennes"
"1121","col",110,92,70,31,"eunited",10,"ardennes"
"113","col",101,49,46,31,"eunited",10,"ardennes"
"1131","col",101,49,46,31,"eunited",10,"ardennes"
"114","col",142,25,153,31,"eunited",10,"ardennes"
"1141","col",142,25,153,31,"eunited",10,"ardennes"
"115","eunited",108,109,107,32,"col",19,"ardennes"
"1151","eunited",108,109,107,32,"col",19,"ardennes"
"116","col",110,89,117,32,"eunited",10,"ardennes"
"1161","col",110,89,117,32,"eunited",10,"ardennes"
"117","col",95,42,63,32,"eunited",10,"ardennes"
"1171","col",95,42,63,32,"eunited",10,"ardennes"
"118","col",144,26,117,32,"eunited",10,"ardennes"
"1181","col",144,26,117,32,"eunited",10,"ardennes"
"119","eunited",85,31,89,33,"col",19,"ardennes"
"1191","eunited",85,31,89,33,"col",19,"ardennes"
"120","col",110,95,90,33,"eunited",10,"ardennes"
"1201","col",110,95,90,33,"eunited",10,"ardennes"
"1211","col",142,23,116,33,"eunited",10,"ardennes"
"1212","col",142,23,116,33,"eunited",10,"ardennes"
"122","eunited",9,54,57,34,"col",19,"ardennes"
"1221","eunited",9,54,57,34,"col",19,"ardennes"
"123","eunited",89,25,168,34,"col",19,"ardennes"
"1231","eunited",89,25,168,34,"col",19,"ardennes"
"124","col",108,88,44,34,"eunited",10,"ardennes"
"1241","col",108,88,44,34,"eunited",10,"ardennes"
"125","col",164,86,84,34,"eunited",10,"ardennes"
"1251","col",164,86,84,34,"eunited",10,"ardennes"
"126","eunited",97,17,148,35,"col",19,"ardennes"
"1261","eunited",97,17,148,35,"col",19,"ardennes"
"127","col",111,82,85,35,"eunited",10,"ardennes"
"1271","col",111,82,85,35,"eunited",10,"ardennes"
"128","col",156,79,58,35,"eunited",10,"ardennes"
"1281","col",156,79,58,35,"eunited",10,"ardennes"
"129","col",176,79,50,35,"eunited",10,"ardennes"
"1291","col",176,79,50,35,"eunited",10,"ardennes"
"130","col",199,75,76,35,"eunited",10,"ardennes"
"1301","col",199,75,76,35,"eunited",10,"ardennes"
"1311","eunited",27,67,122,36,"col",19,"ardennes"
"1312","eunited",27,67,122,36,"col",19,"ardennes"
"132","eunited",95,16,138,36,"col",19,"ardennes"
"1321","eunited",95,16,138,36,"col",19,"ardennes"
"133","col",104,79,91,36,"eunited",10,"ardennes"
"1331","col",104,79,91,36,"eunited",10,"ardennes"
"134","col",152,71,75,36,"eunited",10,"ardennes"
"1341","col",152,71,75,36,"eunited",10,"ardennes"
"135","eunited",35,75,88,37,"col",19,"ardennes"
"1351","eunited",35,75,88,37,"col",19,"ardennes"
"136","eunited",124,46,54,37,"col",19,"ardennes"
"1361","eunited",124,46,54,37,"col",19,"ardennes"
"137","eunited",89,16,135,37,"col",19,"ardennes"
"1371","eunited",89,16,135,37,"col",19,"ardennes"
"138","col",182,88,54,37,"eunited",10,"ardennes"
"1381","col",182,88,54,37,"eunited",10,"ardennes"
"139","col",108,88,93,37,"eunited",10,"ardennes"
"1391","col",108,88,93,37,"eunited",10,"ardennes"
"140","col",147,66,86,37,"eunited",10,"ardennes"
"1401","col",147,66,86,37,"eunited",10,"ardennes"
"1411","eunited",42,84,93,38,"col",19,"ardennes"
"1412","eunited",42,84,93,38,"col",19,"ardennes"
"142","eunited",84,53,55,38,"col",19,"ardennes"
"1421","eunited",84,53,55,38,"col",19,"ardennes"
"143","col",110,97,40,38,"eunited",10,"ardennes"
"1431","col",110,97,40,38,"eunited",10,"ardennes"
"144","col",145,60,104,38,"eunited",10,"ardennes"
"1441","col",145,60,104,38,"eunited",10,"ardennes"
"145","eunited",51,90,151,39,"col",19,"ardennes"
"1451","eunited",51,90,151,39,"col",19,"ardennes"
"146","eunited",91,58,44,39,"col",19,"ardennes"
"1461","eunited",91,58,44,39,"col",19,"ardennes"
"147","col",170,111,49,39,"eunited",10,"ardennes"
"1471","col",170,111,49,39,"eunited",10,"ardennes"
"148","eunited",53,105,121,40,"col",19,"ardennes"
"1481","eunited",53,105,121,40,"col",19,"ardennes"
"149","eunited",91,58,57,40,"col",19,"ardennes"
"1491","eunited",91,58,57,40,"col",19,"ardennes"
"150","col",159,119,93,40,"eunited",10,"ardennes"
"1501","col",159,119,93,40,"eunited",10,"ardennes"
"1511","col",114,118,90,40,"eunited",10,"ardennes"
"1512","col",114,118,90,40,"eunited",10,"ardennes"
"152","col",150,122,77,41,"eunited",10,"ardennes"
"1521","col",150,122,77,41,"eunited",10,"ardennes"
"153","col",110,121,91,41,"eunited",10,"ardennes"
"1531","col",110,121,91,41,"eunited",10,"ardennes"
"154","col",130,53,44,41,"eunited",10,"ardennes"
"1541","col",130,53,44,41,"eunited",10,"ardennes"
"155","col",149,133,136,42,"eunited",10,"ardennes"
"1551","col",149,133,136,42,"eunited",10,"ardennes"
"156","col",110,122,95,42,"eunited",10,"ardennes"
"1561","col",110,122,95,42,"eunited",10,"ardennes"
"157","col",148,144,52,43,"eunited",10,"ardennes"
"1571","col",148,144,52,43,"eunited",10,"ardennes"
"158","col",111,122,145,43,"eunited",10,"ardennes"
"1581","col",111,122,145,43,"eunited",10,"ardennes"
"159","col",225,89,53,43,"eunited",10,"ardennes"
"1591","col",225,89,53,43,"eunited",10,"ardennes"
"160","col",138,156,60,44,"eunited",10,"ardennes"
"1601","col",138,156,60,44,"eunited",10,"ardennes"
"1611","col",110,123,107,44,"eunited",10,"ardennes"
"1612","col",110,123,107,44,"eunited",10,"ardennes"
"162","col",215,87,83,44,"eunited",10,"ardennes"
"1621","col",215,87,83,44,"eunited",10,"ardennes"
"163","eunited",84,154,70,45,"col",19,"ardennes"
"1631","eunited",84,154,70,45,"col",19,"ardennes"
"164","col",133,155,62,45,"eunited",10,"ardennes"
"1641","col",133,155,62,45,"eunited",10,"ardennes"
"165","col",109,122,158,45,"eunited",10,"ardennes"
"1651","col",109,122,158,45,"eunited",10,"ardennes"
"166","col",206,93,53,45,"eunited",10,"ardennes"
"1661","col",206,93,53,45,"eunited",10,"ardennes"
"167","eunited",104,107,55,46,"col",19,"ardennes"
"1671","eunited",104,107,55,46,"col",19,"ardennes"
"168","col",200,103,61,46,"eunited",10,"ardennes"
"1681","col",200,103,61,46,"eunited",10,"ardennes"
"169","eunited",115,105,111,47,"col",19,"ardennes"
"1691","eunited",115,105,111,47,"col",19,"ardennes"
"170","col",126,152,53,47,"eunited",12,"ardennes"
"1701","col",126,152,53,47,"eunited",12,"ardennes"
"1711","col",194,113,74,47,"eunited",12,"ardennes"
"1712","col",194,113,74,47,"eunited",12,"ardennes"
"172","col",121,113,42,48,"eunited",13,"ardennes"
"1721","col",121,113,42,48,"eunited",13,"ardennes"
"173","col",118,159,97,49,"eunited",14,"ardennes"
"1731","col",118,159,97,49,"eunited",14,"ardennes"
"174","col",182,132,49,49,"eunited",14,"ardennes"
"1741","col",182,132,49,49,"eunited",14,"ardennes"
"175","col",115,124,80,49,"eunited",14,"ardennes"
"1751","col",115,124,80,49,"eunited",14,"ardennes"
"176","eunited",18,62,93,50,"col",19,"ardennes"
"1761","eunited",18,62,93,50,"col",19,"ardennes"
"177","col",109,161,186,50,"eunited",15,"ardennes"
"1771","col",109,161,186,50,"eunited",15,"ardennes"
"178","col",173,138,46,50,"eunited",15,"ardennes"
"1781","col",173,138,46,50,"eunited",15,"ardennes"
"179","col",116,134,91,50,"eunited",15,"ardennes"
"1791","col",116,134,91,50,"eunited",15,"ardennes"
"180","eunited",112,150,59,51,"col",19,"ardennes"
"1801","eunited",112,150,59,51,"col",19,"ardennes"
"1811","eunited",25,67,96,51,"col",19,"ardennes"
"1812","eunited",25,67,96,51,"col",19,"ardennes"
"182","col",161,141,76,51,"eunited",16,"ardennes"
"1821","col",161,141,76,51,"eunited",16,"ardennes"
"183","col",107,140,89,51,"eunited",16,"ardennes"
"1831","col",107,140,89,51,"eunited",16,"ardennes"
"184","eunited",36,76,145,52,"col",19,"ardennes"
"1841","eunited",36,76,145,52,"col",19,"ardennes"
"185","col",106,148,56,52,"eunited",17,"ardennes"
"1851","col",106,148,56,52,"eunited",17,"ardennes"
"186","col",154,147,181,52,"eunited",17,"ardennes"
"1861","col",154,147,181,52,"eunited",17,"ardennes"
"187","col",264,121,154,52,"eunited",17,"ardennes"
"1871","col",264,121,154,52,"eunited",17,"ardennes"
"188","col",137,25,83,52,"eunited",17,"ardennes"
"1881","col",137,25,83,52,"eunited",17,"ardennes"
"189","eunited",45,91,52,53,"col",19,"ardennes"
"1891","eunited",45,91,52,53,"col",19,"ardennes"
"190","col",148,153,250,53,"eunited",17,"ardennes"
"1901","col",148,153,250,53,"eunited",17,"ardennes"
"1911","eunited",49,99,71,54,"col",19,"ardennes"
"1912","eunited",49,99,71,54,"col",19,"ardennes"
"192","eunited",35,79,43,54,"col",19,"ardennes"
"1921","eunited",35,79,43,54,"col",19,"ardennes"
"193","col",112,161,47,54,"eunited",17,"ardennes"
"1931","col",112,161,47,54,"eunited",17,"ardennes"
"194","eunited",53,108,118,55,"col",19,"ardennes"
"1941","eunited",53,108,118,55,"col",19,"ardennes"
"195","col",173,68,69,55,"eunited",17,"ardennes"
"1951","col",173,68,69,55,"eunited",17,"ardennes"
"196","col",139,56,59,55,"eunited",17,"ardennes"
"1961","col",139,56,59,55,"eunited",17,"ardennes"
"197","eunited",66,115,175,56,"col",19,"ardennes"
"1971","eunited",66,115,175,56,"col",19,"ardennes"
"198","eunited",71,52,63,56,"col",19,"ardennes"
"1981","eunited",71,52,63,56,"col",19,"ardennes"
"199","col",111,160,88,56,"eunited",17,"ardennes"
"1991","col",111,160,88,56,"eunited",17,"ardennes"
"200","col",161,67,96,56,"eunited",17,"ardennes"
"2001","col",161,67,96,56,"eunited",17,"ardennes"
"2011","col",140,63,78,56,"eunited",17,"ardennes"
"2012","col",140,63,78,56,"eunited",17,"ardennes"
"202","eunited",58,128,56,57,"col",19,"ardennes"
"2021","eunited",58,128,56,57,"col",19,"ardennes"
"203","eunited",74,115,69,57,"col",19,"ardennes"
"2031","eunited",74,115,69,57,"col",19,"ardennes"
"204","eunited",58,99,56,57,"col",19,"ardennes"
"2041","eunited",58,99,56,57,"col",19,"ardennes"
"205","eunited",80,45,55,57,"col",19,"ardennes"
"2051","eunited",80,45,55,57,"col",19,"ardennes"
"206","col",111,160,91,57,"eunited",17,"ardennes"
"2061","col",111,160,91,57,"eunited",17,"ardennes"
"207","col",170,72,48,57,"eunited",17,"ardennes"
"2071","col",170,72,48,57,"eunited",17,"ardennes"
"208","col",149,72,146,57,"eunited",17,"ardennes"
"2081","col",149,72,146,57,"eunited",17,"ardennes"
"209","eunited",62,134,60,58,"col",19,"ardennes"
"2091","eunited",62,134,60,58,"col",19,"ardennes"
"210","eunited",80,124,105,58,"col",19,"ardennes"
"2101","eunited",80,124,105,58,"col",19,"ardennes"
"2111","eunited",91,49,51,58,"col",19,"ardennes"
"2112","eunited",91,49,51,58,"col",19,"ardennes"
"2121","col",150,81,126,58,"eunited",17,"ardennes"
"2122","col",150,81,126,58,"eunited",17,"ardennes"
"213","eunited",69,141,66,59,"col",19,"ardennes"
"2131","eunited",69,141,66,59,"col",19,"ardennes"
"214","eunited",86,130,130,59,"col",19,"ardennes"
"2141","eunited",86,130,130,59,"col",19,"ardennes"
"215","eunited",78,97,51,59,"col",19,"ardennes"
"2151","eunited",78,97,51,59,"col",19,"ardennes"
"216","eunited",98,55,47,59,"col",19,"ardennes"
"2161","eunited",98,55,47,59,"col",19,"ardennes"
"217","col",148,85,204,59,"eunited",18,"ardennes"
"2171","col",148,85,204,59,"eunited",18,"ardennes"
"218","eunited",75,143,54,60,"col",19,"ardennes"
"2181","eunited",75,143,54,60,"col",19,"ardennes"
"219","eunited",82,130,92,60,"col",19,"ardennes"
"2191","eunited",82,130,92,60,"col",19,"ardennes"
"220","col",139,96,82,60,"eunited",19,"ardennes"
"2201","col",139,96,82,60,"eunited",19,"ardennes"
"2211","col",148,80,70,60,"eunited",19,"ardennes"
"2212","col",148,80,70,60,"eunited",19,"ardennes"
"2221","eunited",76,142,65,61,"col",19,"ardennes"
"2222","eunited",76,142,65,61,"col",19,"ardennes"
"223","eunited",86,128,102,61,"col",19,"ardennes"
"2231","eunited",86,128,102,61,"col",19,"ardennes"
"224","eunited",88,95,53,61,"col",19,"ardennes"
"2241","eunited",88,95,53,61,"col",19,"ardennes"
"225","col",128,104,65,61,"eunited",20,"ardennes"
"2251","col",128,104,65,61,"eunited",20,"ardennes"
"226","col",138,84,86,61,"eunited",20,"ardennes"
"2261","col",138,84,86,61,"eunited",20,"ardennes"
"227","eunited",77,138,88,62,"col",19,"ardennes"
"2271","eunited",77,138,88,62,"col",19,"ardennes"
"228","eunited",92,100,85,62,"col",19,"ardennes"
"2281","eunited",92,100,85,62,"col",19,"ardennes"
"229","col",128,88,68,62,"eunited",21,"ardennes"
"2291","col",128,88,68,62,"eunited",21,"ardennes"
"230","eunited",82,133,82,63,"col",19,"ardennes"
"2301","eunited",82,133,82,63,"col",19,"ardennes"
"2311","eunited",94,105,65,63,"col",19,"ardennes"
"2312","eunited",94,105,65,63,"col",19,"ardennes"
"232","col",116,121,126,63,"eunited",22,"ardennes"
"2321","col",116,121,126,63,"eunited",22,"ardennes"
"233","col",121,95,62,63,"eunited",22,"ardennes"
"2331","col",121,95,62,63,"eunited",22,"ardennes"
"234","eunited",85,129,91,64,"col",19,"ardennes"
"2341","eunited",85,129,91,64,"col",19,"ardennes"
"235","eunited",97,109,74,64,"col",19,"ardennes"
"2351","eunited",97,109,74,64,"col",19,"ardennes"
"236","eunited",111,93,78,64,"col",19,"ardennes"
"2361","eunited",111,93,78,64,"col",19,"ardennes"
"237","col",102,162,70,64,"eunited",23,"ardennes"
"2371","col",102,162,70,64,"eunited",23,"ardennes"
"238","col",122,159,46,64,"eunited",23,"ardennes"
"2381","col",122,159,46,64,"eunited",23,"ardennes"
"239","col",118,130,124,64,"eunited",23,"ardennes"
"2391","col",118,130,124,64,"eunited",23,"ardennes"
"240","eunited",93,135,47,65,"col",19,"ardennes"
"2401","eunited",93,135,47,65,"col",19,"ardennes"
"2411","col",113,128,50,65,"eunited",23,"ardennes"
"2412","col",113,128,50,65,"eunited",23,"ardennes"
"242","col",147,126,241,65,"eunited",23,"ardennes"
"2421","col",147,126,241,65,"eunited",23,"ardennes"
"243","col",114,121,95,66,"eunited",23,"ardennes"
"2431","col",114,121,95,66,"eunited",23,"ardennes"
"244","col",147,119,228,66,"eunited",23,"ardennes"
"2441","col",147,119,228,66,"eunited",23,"ardennes"
"245","eunited",104,145,49,67,"col",19,"ardennes"
"2451","eunited",104,145,49,67,"col",19,"ardennes"
"246","col",96,162,111,67,"eunited",23,"ardennes"
"2461","col",96,162,111,67,"eunited",23,"ardennes"
"247","col",118,157,68,67,"eunited",23,"ardennes"
"2471","col",118,157,68,67,"eunited",23,"ardennes"
"248","col",124,122,142,67,"eunited",23,"ardennes"
"2481","col",124,122,142,67,"eunited",23,"ardennes"
"249","col",21,57,180,67,"eunited",23,"ardennes"
"2491","col",21,57,180,67,"eunited",23,"ardennes"
"250","eunited",93,147,128,68,"col",19,"ardennes"
"2501","eunited",93,147,128,68,"col",19,"ardennes"
"2511","eunited",210,122,115,68,"col",19,"ardennes"
"2512","eunited",210,122,115,68,"col",19,"ardennes"
"252","col",96,164,110,68,"eunited",23,"ardennes"
"2521","col",96,164,110,68,"eunited",23,"ardennes"
"253","col",124,124,63,68,"eunited",23,"ardennes"
"2531","col",124,124,63,68,"eunited",23,"ardennes"
"254","col",158,124,166,68,"eunited",23,"ardennes"
"2541","col",158,124,166,68,"eunited",23,"ardennes"
"255","col",26,66,105,68,"eunited",23,"ardennes"
"2551","col",26,66,105,68,"eunited",23,"ardennes"
"256","eunited",205,120,174,69,"col",19,"ardennes"
