"","team","x","y","area","time","opp","score","map"
"7305","optic",141,112,222,1,"col",10,"gib"
"73051","optic",141,112,222,1,"col",10,"gib"
"7306","optic",94,28,213,1,"col",10,"gib"
"73061","optic",94,28,213,1,"col",10,"gib"
"7307","optic",76,87,135,2,"col",10,"gib"
"73071","optic",76,87,135,2,"col",10,"gib"
"7308","optic",82,46,41,2,"col",10,"gib"
"73081","optic",82,46,41,2,"col",10,"gib"
"7309","optic",171,130,51,3,"col",10,"gib"
"73091","optic",171,130,51,3,"col",10,"gib"
"7310","optic",74,91,255,3,"col",10,"gib"
"73101","optic",74,91,255,3,"col",10,"gib"
"7311","col",121,60,112,3,"optic",10,"gib"
"73111","col",121,60,112,3,"optic",10,"gib"
"7312","col",259,27,184,3,"optic",10,"gib"
"73121","col",259,27,184,3,"optic",10,"gib"
"7313","optic",58,136,103,4,"col",10,"gib"
"73131","optic",58,136,103,4,"col",10,"gib"
"7314","optic",66,88,45,4,"col",10,"gib"
"73141","optic",66,88,45,4,"col",10,"gib"
"7315","optic",174,66,117,4,"col",10,"gib"
"73151","optic",174,66,117,4,"col",10,"gib"
"7316","col",107,107,144,4,"optic",10,"gib"
"73161","col",107,107,144,4,"optic",10,"gib"
"7317","col",139,76,131,4,"optic",10,"gib"
"73171","col",139,76,131,4,"optic",10,"gib"
"7318","col",133,46,143,4,"optic",10,"gib"
"73181","col",133,46,143,4,"optic",10,"gib"
"7319","col",125,11,46,5,"optic",10,"gib"
"73191","col",125,11,46,5,"optic",10,"gib"
"7320","col",105,12,148,5,"optic",10,"gib"
"73201","col",105,12,148,5,"optic",10,"gib"
"7321","optic",1,128,102,6,"col",10,"gib"
"73211","optic",1,128,102,6,"col",10,"gib"
"7322","optic",14,112,119,6,"col",10,"gib"
"73221","optic",14,112,119,6,"col",10,"gib"
"7323","optic",89,64,168,6,"col",10,"gib"
"73231","optic",89,64,168,6,"col",10,"gib"
"7324","optic",118,44,96,6,"col",10,"gib"
"73241","optic",118,44,96,6,"col",10,"gib"
"7325","optic",87,41,104,6,"col",10,"gib"
"73251","optic",87,41,104,6,"col",10,"gib"
"7326","optic",13,20,93,6,"col",10,"gib"
"73261","optic",13,20,93,6,"col",10,"gib"
"7327","col",187,20,90,6,"optic",10,"gib"
"73271","col",187,20,90,6,"optic",10,"gib"
"7328","optic",96,63,177,7,"col",10,"gib"
"73281","optic",96,63,177,7,"col",10,"gib"
"7329","optic",147,40,59,7,"col",10,"gib"
"73291","optic",147,40,59,7,"col",10,"gib"
"7330","optic",96,36,193,7,"col",10,"gib"
"73301","optic",96,36,193,7,"col",10,"gib"
"7331","col",175,20,82,7,"optic",10,"gib"
"73311","col",175,20,82,7,"optic",10,"gib"
"7332","optic",104,60,143,8,"col",10,"gib"
"73321","optic",104,60,143,8,"col",10,"gib"
"7333","optic",140,39,206,8,"col",10,"gib"
"73331","optic",140,39,206,8,"col",10,"gib"
"7334","optic",99,36,190,8,"col",10,"gib"
"73341","optic",99,36,190,8,"col",10,"gib"
"7335","optic",103,60,74,9,"col",10,"gib"
"73351","optic",103,60,74,9,"col",10,"gib"
"7336","optic",147,41,246,9,"col",10,"gib"
"73361","optic",147,41,246,9,"col",10,"gib"
"7337","optic",100,35,218,9,"col",10,"gib"
"73371","optic",100,35,218,9,"col",10,"gib"
"7338","col",154,85,89,9,"optic",10,"gib"
"73381","col",154,85,89,9,"optic",10,"gib"
"7339","col",168,13,56,9,"optic",10,"gib"
"73391","col",168,13,56,9,"optic",10,"gib"
"7340","optic",101,61,76,10,"col",10,"gib"
"73401","optic",101,61,76,10,"col",10,"gib"
"7341","optic",148,41,152,10,"col",10,"gib"
"73411","optic",148,41,152,10,"col",10,"gib"
"7342","optic",99,36,255,10,"col",10,"gib"
"73421","optic",99,36,255,10,"col",10,"gib"
"7343","col",166,62,51,10,"optic",15,"gib"
"73431","col",166,62,51,10,"optic",15,"gib"
"7344","col",156,15,162,10,"optic",15,"gib"
"73441","col",156,15,162,10,"optic",15,"gib"
"7345","optic",20,82,83,11,"col",10,"gib"
"73451","optic",20,82,83,11,"col",10,"gib"
"7346","optic",102,60,81,11,"col",10,"gib"
"73461","optic",102,60,81,11,"col",10,"gib"
"7347","optic",107,42,71,11,"col",10,"gib"
"73471","optic",107,42,71,11,"col",10,"gib"
"7348","optic",152,41,198,11,"col",10,"gib"
"73481","optic",152,41,198,11,"col",10,"gib"
"7349","col",156,19,140,11,"optic",15,"gib"
"73491","col",156,19,140,11,"optic",15,"gib"
"7350","optic",32,82,62,12,"col",10,"gib"
"73501","optic",32,82,62,12,"col",10,"gib"
"7351","optic",99,60,85,12,"col",10,"gib"
"73511","optic",99,60,85,12,"col",10,"gib"
"7352","col",146,55,71,12,"optic",15,"gib"
"73521","col",146,55,71,12,"optic",15,"gib"
"7353","col",159,16,109,12,"optic",15,"gib"
"73531","col",159,16,109,12,"optic",15,"gib"
"7354","optic",46,82,90,13,"col",10,"gib"
"73541","optic",46,82,90,13,"col",10,"gib"
"7355","optic",102,56,117,13,"col",10,"gib"
"73551","optic",102,56,117,13,"col",10,"gib"
"7356","optic",111,16,53,13,"col",10,"gib"
"73561","optic",111,16,53,13,"col",10,"gib"
"7357","optic",54,79,131,14,"col",10,"gib"
"73571","optic",54,79,131,14,"col",10,"gib"
"7358","optic",101,56,83,14,"col",10,"gib"
"73581","optic",101,56,83,14,"col",10,"gib"
"7359","optic",114,16,49,14,"col",10,"gib"
"73591","optic",114,16,49,14,"col",10,"gib"
"7360","col",203,104,92,14,"optic",15,"gib"
"73601","col",203,104,92,14,"optic",15,"gib"
"7361","col",144,83,78,14,"optic",15,"gib"
"73611","col",144,83,78,14,"optic",15,"gib"
"7362","col",159,22,52,14,"optic",15,"gib"
"73621","col",159,22,52,14,"optic",15,"gib"
"7363","optic",55,73,163,15,"col",10,"gib"
"73631","optic",55,73,163,15,"col",10,"gib"
"7364","optic",103,56,78,15,"col",10,"gib"
"73641","optic",103,56,78,15,"col",10,"gib"
"7365","optic",120,22,50,15,"col",10,"gib"
"73651","optic",120,22,50,15,"col",10,"gib"
"7366","optic",175,22,138,15,"col",10,"gib"
"73661","optic",175,22,138,15,"col",10,"gib"
"7367","col",195,113,76,15,"optic",15,"gib"
"73671","col",195,113,76,15,"optic",15,"gib"
"7368","col",141,77,184,15,"optic",15,"gib"
"73681","col",141,77,184,15,"optic",15,"gib"
"7369","col",157,26,108,15,"optic",15,"gib"
"73691","col",157,26,108,15,"optic",15,"gib"
"7370","optic",66,69,184,16,"col",10,"gib"
"73701","optic",66,69,184,16,"col",10,"gib"
"7371","optic",107,58,74,16,"col",10,"gib"
"73711","optic",107,58,74,16,"col",10,"gib"
"7372","optic",121,24,67,16,"col",10,"gib"
"73721","optic",121,24,67,16,"col",10,"gib"
"7373","col",184,110,53,16,"optic",15,"gib"
"73731","col",184,110,53,16,"optic",15,"gib"
"7374","col",203,103,95,16,"optic",15,"gib"
"73741","col",203,103,95,16,"optic",15,"gib"
"7375","col",147,71,111,16,"optic",15,"gib"
"73751","col",147,71,111,16,"optic",15,"gib"
"7376","col",153,22,169,16,"optic",15,"gib"
"73761","col",153,22,169,16,"optic",15,"gib"
"7377","optic",81,71,72,17,"col",10,"gib"
"73771","optic",81,71,72,17,"col",10,"gib"
"7378","optic",113,61,43,17,"col",10,"gib"
"73781","optic",113,61,43,17,"col",10,"gib"
"7379","optic",155,60,69,17,"col",10,"gib"
"73791","optic",155,60,69,17,"col",10,"gib"
"7380","optic",72,57,58,17,"col",10,"gib"
"73801","optic",72,57,58,17,"col",10,"gib"
"7381","col",194,110,93,17,"optic",16,"gib"
"73811","col",194,110,93,17,"optic",16,"gib"
"7382","col",173,107,50,17,"optic",16,"gib"
"73821","col",173,107,50,17,"optic",16,"gib"
"7383","col",144,60,257,17,"optic",16,"gib"
"73831","col",144,60,257,17,"optic",16,"gib"
"7384","col",156,28,96,17,"optic",16,"gib"
"73841","col",156,28,96,17,"optic",16,"gib"
"7385","optic",91,68,75,18,"col",10,"gib"
"73851","optic",91,68,75,18,"col",10,"gib"
"7386","optic",80,52,56,18,"col",10,"gib"
"73861","optic",80,52,56,18,"col",10,"gib"
"7387","col",4,114,65,18,"optic",16,"gib"
"73871","col",4,114,65,18,"optic",16,"gib"
"7388","col",184,110,63,18,"optic",16,"gib"
"73881","col",184,110,63,18,"optic",16,"gib"
"7389","col",161,103,60,18,"optic",16,"gib"
"73891","col",161,103,60,18,"optic",16,"gib"
"7390","col",142,60,127,18,"optic",16,"gib"
"73901","col",142,60,127,18,"optic",16,"gib"
"7391","col",157,30,77,18,"optic",16,"gib"
"73911","col",157,30,77,18,"optic",16,"gib"
"7392","col",256,5,107,18,"optic",16,"gib"
"73921","col",256,5,107,18,"optic",16,"gib"
"7393","optic",34,105,59,19,"col",10,"gib"
"73931","optic",34,105,59,19,"col",10,"gib"
"7394","optic",96,72,52,19,"col",10,"gib"
"73941","optic",96,72,52,19,"col",10,"gib"
"7395","optic",86,45,136,19,"col",10,"gib"
"73951","optic",86,45,136,19,"col",10,"gib"
"7396","col",172,105,89,19,"optic",16,"gib"
"73961","col",172,105,89,19,"optic",16,"gib"
"7397","col",152,101,62,19,"optic",16,"gib"
"73971","col",152,101,62,19,"optic",16,"gib"
"7398","col",161,61,44,19,"optic",16,"gib"
"73981","col",161,61,44,19,"optic",16,"gib"
"7399","col",140,60,107,19,"optic",16,"gib"
"73991","col",140,60,107,19,"optic",16,"gib"
"7400","col",164,32,71,19,"optic",16,"gib"
"74001","col",164,32,71,19,"optic",16,"gib"
"7401","optic",41,105,145,20,"col",10,"gib"
"74011","optic",41,105,145,20,"col",10,"gib"
"7402","optic",98,73,56,20,"col",10,"gib"
"74021","optic",98,73,56,20,"col",10,"gib"
"7403","optic",150,71,96,20,"col",10,"gib"
"74031","optic",150,71,96,20,"col",10,"gib"
"7404","col",162,103,62,20,"optic",16,"gib"
"74041","col",162,103,62,20,"optic",16,"gib"
"7405","col",146,90,72,20,"optic",16,"gib"
"74051","col",146,90,72,20,"optic",16,"gib"
"7406","col",167,43,49,20,"optic",16,"gib"
"74061","col",167,43,49,20,"optic",16,"gib"
"7407","optic",49,102,128,21,"col",10,"gib"
"74071","optic",49,102,128,21,"col",10,"gib"
"7408","optic",98,61,45,21,"col",10,"gib"
"74081","optic",98,61,45,21,"col",10,"gib"
"7409","col",152,102,80,21,"optic",16,"gib"
"74091","col",152,102,80,21,"optic",16,"gib"
"7410","col",156,76,62,21,"optic",16,"gib"
"74101","col",156,76,62,21,"optic",16,"gib"
"7411","optic",58,98,169,22,"col",10,"gib"
"74111","optic",58,98,169,22,"col",10,"gib"
"7412","optic",152,66,68,22,"col",10,"gib"
"74121","optic",152,66,68,22,"col",10,"gib"
"7413","optic",98,64,56,22,"col",10,"gib"
"74131","optic",98,64,56,22,"col",10,"gib"
"7414","optic",92,40,83,22,"col",10,"gib"
"74141","optic",92,40,83,22,"col",10,"gib"
"7415","col",151,93,105,22,"optic",16,"gib"
"74151","col",151,93,105,22,"optic",16,"gib"
"7416","col",153,78,67,22,"optic",16,"gib"
"74161","col",153,78,67,22,"optic",16,"gib"
"7417","col",159,42,76,22,"optic",16,"gib"
"74171","col",159,42,76,22,"optic",16,"gib"
"7418","optic",71,104,78,23,"col",10,"gib"
"74181","optic",71,104,78,23,"col",10,"gib"
"7419","optic",60,88,67,23,"col",10,"gib"
"74191","optic",60,88,67,23,"col",10,"gib"
"7420","optic",149,70,96,23,"col",10,"gib"
"74201","optic",149,70,96,23,"col",10,"gib"
"7421","optic",101,71,57,23,"col",10,"gib"
"74211","optic",101,71,57,23,"col",10,"gib"
"7422","col",6,118,254,23,"optic",16,"gib"
"74221","col",6,118,254,23,"optic",16,"gib"
"7423","col",162,41,80,23,"optic",16,"gib"
"74231","col",162,41,80,23,"optic",16,"gib"
"7424","optic",82,104,74,24,"col",10,"gib"
"74241","optic",82,104,74,24,"col",10,"gib"
"7425","optic",100,62,65,24,"col",10,"gib"
"74251","optic",100,62,65,24,"col",10,"gib"
"7426","optic",105,42,71,24,"col",10,"gib"
"74261","optic",105,42,71,24,"col",10,"gib"
"7427","col",159,43,69,24,"optic",16,"gib"
"74271","col",159,43,69,24,"optic",16,"gib"
"7428","optic",86,111,57,25,"col",10,"gib"
"74281","optic",86,111,57,25,"col",10,"gib"
"7429","optic",75,73,74,25,"col",10,"gib"
"74291","optic",75,73,74,25,"col",10,"gib"
"7430","optic",98,62,72,25,"col",10,"gib"
"74301","optic",98,62,72,25,"col",10,"gib"
"7431","optic",109,41,108,25,"col",10,"gib"
"74311","optic",109,41,108,25,"col",10,"gib"
"7432","col",107,95,79,25,"optic",16,"gib"
"74321","col",107,95,79,25,"optic",16,"gib"
"7433","col",159,42,130,25,"optic",16,"gib"
"74331","col",159,42,130,25,"optic",16,"gib"
"7434","optic",82,71,69,26,"col",10,"gib"
"74341","optic",82,71,69,26,"col",10,"gib"
"7435","optic",99,60,74,26,"col",10,"gib"
"74351","optic",99,60,74,26,"col",10,"gib"
"7436","optic",110,40,105,26,"col",10,"gib"
"74361","optic",110,40,105,26,"col",10,"gib"
"7437","col",102,91,101,26,"optic",16,"gib"
"74371","col",102,91,101,26,"optic",16,"gib"
"7438","col",160,42,95,26,"optic",16,"gib"
"74381","col",160,42,95,26,"optic",16,"gib"
"7439","optic",103,126,48,27,"col",10,"gib"
"74391","optic",103,126,48,27,"col",10,"gib"
"7440","optic",88,66,73,27,"col",10,"gib"
"74401","optic",88,66,73,27,"col",10,"gib"
"7441","optic",105,42,79,27,"col",10,"gib"
"74411","optic",105,42,79,27,"col",10,"gib"
"7442","col",107,95,106,27,"optic",16,"gib"
"74421","col",107,95,106,27,"optic",16,"gib"
"7443","col",160,41,99,27,"optic",16,"gib"
"74431","col",160,41,99,27,"optic",16,"gib"
"7444","optic",115,131,55,28,"col",10,"gib"
"74441","optic",115,131,55,28,"col",10,"gib"
"7445","optic",106,42,75,28,"col",10,"gib"
"74451","optic",106,42,75,28,"col",10,"gib"
"7446","col",108,95,100,28,"optic",16,"gib"
"74461","col",108,95,100,28,"optic",16,"gib"
"7447","col",162,45,186,28,"optic",16,"gib"
"74471","col",162,45,186,28,"optic",16,"gib"
"7448","optic",98,64,136,29,"col",10,"gib"
"74481","optic",98,64,136,29,"col",10,"gib"
"7449","optic",14,39,64,29,"col",10,"gib"
"74491","optic",14,39,64,29,"col",10,"gib"
"7450","col",107,94,108,29,"optic",16,"gib"
"74501","col",107,94,108,29,"optic",16,"gib"
"7451","col",142,51,104,29,"optic",16,"gib"
"74511","col",142,51,104,29,"optic",16,"gib"
"7452","col",169,38,53,29,"optic",16,"gib"
"74521","col",169,38,53,29,"optic",16,"gib"
"7453","optic",178,112,91,30,"col",10,"gib"
"74531","optic",178,112,91,30,"col",10,"gib"
"7454","optic",9,53,67,30,"col",10,"gib"
"74541","optic",9,53,67,30,"col",10,"gib"
"7455","col",110,95,112,30,"optic",16,"gib"
"74551","col",110,95,112,30,"optic",16,"gib"
"7456","col",142,50,89,30,"optic",16,"gib"
"74561","col",142,50,89,30,"optic",16,"gib"
"7457","col",162,33,82,30,"optic",16,"gib"
"74571","col",162,33,82,30,"optic",16,"gib"
"7458","optic",140,107,46,31,"col",10,"gib"
"74581","optic",140,107,46,31,"col",10,"gib"
"7459","optic",192,106,80,31,"col",10,"gib"
"74591","optic",192,106,80,31,"col",10,"gib"
"7460","col",111,96,91,31,"optic",17,"gib"
"74601","col",111,96,91,31,"optic",17,"gib"
"7461","col",143,50,81,31,"optic",17,"gib"
"74611","col",143,50,81,31,"optic",17,"gib"
"7462","col",159,30,80,31,"optic",17,"gib"
"74621","col",159,30,80,31,"optic",17,"gib"
"7463","optic",198,107,92,32,"col",10,"gib"
"74631","optic",198,107,92,32,"col",10,"gib"
"7464","col",109,94,87,32,"optic",17,"gib"
"74641","col",109,94,87,32,"optic",17,"gib"
"7465","col",157,76,64,32,"optic",17,"gib"
"74651","col",157,76,64,32,"optic",17,"gib"
"7466","col",142,52,74,32,"optic",17,"gib"
"74661","col",142,52,74,32,"optic",17,"gib"
"7467","col",163,33,58,32,"optic",17,"gib"
"74671","col",163,33,58,32,"optic",17,"gib"
"7468","col",143,49,71,33,"optic",19,"gib"
"74681","col",143,49,71,33,"optic",19,"gib"
"7469","col",166,43,144,33,"optic",19,"gib"
"74691","col",166,43,144,33,"optic",19,"gib"
"7470","optic",174,109,49,34,"col",10,"gib"
"74701","optic",174,109,49,34,"col",10,"gib"
"7471","col",130,97,56,34,"optic",20,"gib"
"74711","col",130,97,56,34,"optic",20,"gib"
"7472","col",108,94,106,34,"optic",20,"gib"
"74721","col",108,94,106,34,"optic",20,"gib"
"7473","col",165,52,134,34,"optic",20,"gib"
"74731","col",165,52,134,34,"optic",20,"gib"
"7474","col",142,49,157,34,"optic",20,"gib"
"74741","col",142,49,157,34,"optic",20,"gib"
"7475","optic",176,111,56,35,"col",10,"gib"
"74751","optic",176,111,56,35,"col",10,"gib"
"7476","optic",220,110,225,35,"col",10,"gib"
"74761","optic",220,110,225,35,"col",10,"gib"
"7477","col",143,51,73,35,"optic",20,"gib"
"74771","col",143,51,73,35,"optic",20,"gib"
"7478","col",167,59,236,35,"optic",20,"gib"
"74781","col",167,59,236,35,"optic",20,"gib"
"7479","optic",59,63,70,36,"col",10,"gib"
"74791","optic",59,63,70,36,"col",10,"gib"
"7480","optic",82,57,83,36,"col",10,"gib"
"74801","optic",82,57,83,36,"col",10,"gib"
"7481","optic",65,48,77,36,"col",10,"gib"
"74811","optic",65,48,77,36,"col",10,"gib"
"7482","col",105,92,86,36,"optic",22,"gib"
"74821","col",105,92,86,36,"optic",22,"gib"
"7483","col",166,60,223,36,"optic",22,"gib"
"74831","col",166,60,223,36,"optic",22,"gib"
"7484","col",142,46,85,36,"optic",22,"gib"
"74841","col",142,46,85,36,"optic",22,"gib"
"7485","optic",200,111,51,37,"col",10,"gib"
"74851","optic",200,111,51,37,"col",10,"gib"
"7486","optic",246,107,108,37,"col",10,"gib"
"74861","optic",246,107,108,37,"col",10,"gib"
"7487","optic",67,60,68,37,"col",10,"gib"
"74871","optic",67,60,68,37,"col",10,"gib"
"7488","optic",89,51,104,37,"col",10,"gib"
"74881","optic",89,51,104,37,"col",10,"gib"
"7489","optic",70,39,72,37,"col",10,"gib"
"74891","optic",70,39,72,37,"col",10,"gib"
"7490","col",105,83,79,37,"optic",23,"gib"
"74901","col",105,83,79,37,"optic",23,"gib"
"7491","col",167,53,164,37,"optic",23,"gib"
"74911","col",167,53,164,37,"optic",23,"gib"
"7492","col",142,46,67,37,"optic",23,"gib"
"74921","col",142,46,67,37,"optic",23,"gib"
"7493","optic",205,104,69,38,"col",10,"gib"
"74931","optic",205,104,69,38,"col",10,"gib"
"7494","optic",247,102,179,38,"col",10,"gib"
"74941","optic",247,102,179,38,"col",10,"gib"
"7495","optic",73,57,73,38,"col",10,"gib"
"74951","optic",73,57,73,38,"col",10,"gib"
"7496","optic",95,43,60,38,"col",10,"gib"
"74961","optic",95,43,60,38,"col",10,"gib"
"7497","optic",79,36,56,38,"col",10,"gib"
"74971","optic",79,36,56,38,"col",10,"gib"
"7498","col",167,55,212,38,"optic",24,"gib"
"74981","col",167,55,212,38,"optic",24,"gib"
"7499","col",142,49,89,38,"optic",24,"gib"
"74991","col",142,49,89,38,"optic",24,"gib"
"7500","optic",211,100,53,39,"col",10,"gib"
"75001","optic",211,100,53,39,"col",10,"gib"
"7501","optic",257,95,52,39,"col",10,"gib"
"75011","optic",257,95,52,39,"col",10,"gib"
"7502","optic",96,43,170,39,"col",10,"gib"
"75021","optic",96,43,170,39,"col",10,"gib"
"7503","col",142,49,83,39,"optic",24,"gib"
"75031","col",142,49,83,39,"optic",24,"gib"
"7504","col",171,50,192,39,"optic",24,"gib"
"75041","col",171,50,192,39,"optic",24,"gib"
"7505","optic",218,89,78,40,"col",10,"gib"
"75051","optic",218,89,78,40,"col",10,"gib"
"7506","optic",99,38,164,40,"col",10,"gib"
"75061","optic",99,38,164,40,"col",10,"gib"
"7507","optic",251,12,40,40,"col",10,"gib"
"75071","optic",251,12,40,40,"col",10,"gib"
"7508","col",141,52,109,40,"optic",25,"gib"
"75081","col",141,52,109,40,"optic",25,"gib"
"7509","col",168,50,150,40,"optic",25,"gib"
"75091","col",168,50,150,40,"optic",25,"gib"
"7510","optic",229,83,57,41,"col",10,"gib"
"75101","optic",229,83,57,41,"col",10,"gib"
"7511","optic",20,82,71,41,"col",10,"gib"
"75111","optic",20,82,71,41,"col",10,"gib"
"7512","optic",100,34,182,41,"col",10,"gib"
"75121","optic",100,34,182,41,"col",10,"gib"
"7513","col",239,113,88,41,"optic",26,"gib"
"75131","col",239,113,88,41,"optic",26,"gib"
"7514","col",257,110,95,41,"optic",26,"gib"
"75141","col",257,110,95,41,"optic",26,"gib"
"7515","col",101,65,103,41,"optic",26,"gib"
"75151","col",101,65,103,41,"optic",26,"gib"
"7516","col",176,60,172,41,"optic",26,"gib"
"75161","col",176,60,172,41,"optic",26,"gib"
"7517","col",144,50,74,41,"optic",26,"gib"
"75171","col",144,50,74,41,"optic",26,"gib"
"7518","col",14,19,182,41,"optic",26,"gib"
"75181","col",14,19,182,41,"optic",26,"gib"
"7519","optic",232,82,57,42,"col",10,"gib"
"75191","optic",232,82,57,42,"col",10,"gib"
"7520","optic",31,82,69,42,"col",10,"gib"
"75201","optic",31,82,69,42,"col",10,"gib"
"7521","optic",105,30,156,42,"col",10,"gib"
"75211","optic",105,30,156,42,"col",10,"gib"
"7522","col",100,73,91,42,"optic",26,"gib"
"75221","col",100,73,91,42,"optic",26,"gib"
"7523","col",187,60,151,42,"optic",26,"gib"
"75231","col",187,60,151,42,"optic",26,"gib"
"7524","col",143,53,80,42,"optic",26,"gib"
"75241","col",143,53,80,42,"optic",26,"gib"
"7525","optic",41,82,71,43,"col",10,"gib"
"75251","optic",41,82,71,43,"col",10,"gib"
"7526","optic",115,34,64,43,"col",10,"gib"
"75261","optic",115,34,64,43,"col",10,"gib"
"7527","optic",99,25,79,43,"col",10,"gib"
"75271","optic",99,25,79,43,"col",10,"gib"
"7528","col",100,84,102,43,"optic",29,"gib"
"75281","col",100,84,102,43,"optic",29,"gib"
"7529","col",191,62,161,43,"optic",29,"gib"
"75291","col",191,62,161,43,"optic",29,"gib"
"7530","optic",52,83,64,44,"col",10,"gib"
"75301","optic",52,83,64,44,"col",10,"gib"
"7531","optic",236,71,69,44,"col",10,"gib"
"75311","optic",236,71,69,44,"col",10,"gib"
"7532","optic",110,31,249,44,"col",10,"gib"
"75321","optic",110,31,249,44,"col",10,"gib"
"7533","col",107,97,71,44,"optic",29,"gib"
"75331","col",107,97,71,44,"optic",29,"gib"
"7534","col",198,60,138,44,"optic",29,"gib"
"75341","col",198,60,138,44,"optic",29,"gib"
"7535","col",144,45,64,44,"optic",29,"gib"
"75351","col",144,45,64,44,"optic",29,"gib"
"7536","optic",56,82,66,45,"col",10,"gib"
"75361","optic",56,82,66,45,"col",10,"gib"
"7537","optic",235,72,69,45,"col",10,"gib"
"75371","optic",235,72,69,45,"col",10,"gib"
"7538","optic",96,31,75,45,"col",10,"gib"
"75381","optic",96,31,75,45,"col",10,"gib"
"7539","col",115,94,70,45,"optic",31,"gib"
"75391","col",115,94,70,45,"optic",31,"gib"
"7540","col",202,56,128,45,"optic",31,"gib"
"75401","col",202,56,128,45,"optic",31,"gib"
"7541","col",152,42,71,45,"optic",31,"gib"
"75411","col",152,42,71,45,"optic",31,"gib"
"7542","optic",64,77,64,46,"col",10,"gib"
"75421","optic",64,77,64,46,"col",10,"gib"
"7543","optic",239,74,74,46,"col",10,"gib"
"75431","optic",239,74,74,46,"col",10,"gib"
"7544","optic",8,67,43,46,"col",10,"gib"
"75441","optic",8,67,43,46,"col",10,"gib"
"7545","optic",101,28,163,46,"col",10,"gib"
"75451","optic",101,28,163,46,"col",10,"gib"
"7546","col",161,42,78,46,"optic",31,"gib"
"75461","col",161,42,78,46,"optic",31,"gib"
"7547","optic",72,76,67,47,"col",10,"gib"
"75471","optic",72,76,67,47,"col",10,"gib"
"7548","optic",18,66,42,47,"col",10,"gib"
"75481","optic",18,66,42,47,"col",10,"gib"
"7549","optic",112,22,167,47,"col",10,"gib"
"75491","optic",112,22,167,47,"col",10,"gib"
"7550","col",207,125,67,47,"optic",33,"gib"
"75501","col",207,125,67,47,"optic",33,"gib"
"7551","col",170,38,40,47,"optic",33,"gib"
"75511","col",170,38,40,47,"optic",33,"gib"
"7552","optic",78,72,73,48,"col",10,"gib"
"75521","optic",78,72,73,48,"col",10,"gib"
"7553","optic",252,56,64,48,"col",10,"gib"
"75531","optic",252,56,64,48,"col",10,"gib"
"7554","optic",118,21,135,48,"col",10,"gib"
"75541","optic",118,21,135,48,"col",10,"gib"
"7555","col",204,119,65,48,"optic",34,"gib"
"75551","col",204,119,65,48,"optic",34,"gib"
"7556","col",145,85,50,48,"optic",34,"gib"
"75561","col",145,85,50,48,"optic",34,"gib"
"7557","col",178,29,58,48,"optic",34,"gib"
"75571","col",178,29,58,48,"optic",34,"gib"
"7558","optic",89,73,61,49,"col",10,"gib"
"75581","optic",89,73,61,49,"col",10,"gib"
"7559","optic",248,51,53,49,"col",10,"gib"
"75591","optic",248,51,53,49,"col",10,"gib"
"7560","optic",119,22,110,49,"col",10,"gib"
"75601","optic",119,22,110,49,"col",10,"gib"
"7561","col",213,114,64,49,"optic",35,"gib"
"75611","col",213,114,64,49,"optic",35,"gib"
"7562","col",154,79,90,49,"optic",35,"gib"
"75621","col",154,79,90,49,"optic",35,"gib"
"7563","optic",248,53,57,50,"col",10,"gib"
"75631","optic",248,53,57,50,"col",10,"gib"
"7564","optic",125,25,112,50,"col",10,"gib"
"75641","optic",125,25,112,50,"col",10,"gib"
"7565","col",219,106,80,50,"optic",36,"gib"
"75651","col",219,106,80,50,"optic",36,"gib"
"7566","col",162,77,95,50,"optic",36,"gib"
"75661","col",162,77,95,50,"optic",36,"gib"
"7567","col",198,18,98,50,"optic",36,"gib"
"75671","col",198,18,98,50,"optic",36,"gib"
"7568","optic",104,72,79,51,"col",10,"gib"
"75681","optic",104,72,79,51,"col",10,"gib"
"7569","optic",65,61,62,51,"col",10,"gib"
"75691","optic",65,61,62,51,"col",10,"gib"
"7570","optic",249,61,54,51,"col",10,"gib"
"75701","optic",249,61,54,51,"col",10,"gib"
"7571","col",223,96,72,51,"optic",36,"gib"
"75711","col",223,96,72,51,"optic",36,"gib"
"7572","col",169,70,172,51,"optic",36,"gib"
"75721","col",169,70,172,51,"optic",36,"gib"
"7573","col",206,24,120,51,"optic",36,"gib"
"75731","col",206,24,120,51,"optic",36,"gib"
"7574","optic",102,76,93,52,"col",10,"gib"
"75741","optic",102,76,93,52,"col",10,"gib"
"7575","optic",76,58,63,52,"col",10,"gib"
"75751","optic",76,58,63,52,"col",10,"gib"
"7576","col",233,93,41,52,"optic",37,"gib"
"75761","col",233,93,41,52,"optic",37,"gib"
"7577","col",171,58,166,52,"optic",37,"gib"
"75771","col",171,58,166,52,"optic",37,"gib"
"7578","col",215,33,98,52,"optic",37,"gib"
"75781","col",215,33,98,52,"optic",37,"gib"
"7579","optic",103,87,89,53,"col",10,"gib"
"75791","optic",103,87,89,53,"col",10,"gib"
"7580","optic",128,74,90,53,"col",10,"gib"
"75801","optic",128,74,90,53,"col",10,"gib"
"7581","optic",61,61,52,53,"col",10,"gib"
"75811","optic",61,61,52,53,"col",10,"gib"
"7582","optic",87,61,78,53,"col",10,"gib"
"75821","optic",87,61,78,53,"col",10,"gib"
"7583","col",244,91,63,53,"optic",37,"gib"
"75831","col",244,91,63,53,"optic",37,"gib"
"7584","col",174,49,90,53,"optic",37,"gib"
